facility,unit,component,json_file,filename,region,old_label,new_label
CapeFlats,Images/CF1,clarifier,Cape Flats 1 Clarifiers.json,capeflats1_202211.jpg,1,Functional,Scum
CapeFlats,Images/CF1,clarifier,Cape Flats 1 Clarifiers.json,capeflats1_202212.jpg,1,Functional,Scum
CapeFlats,Images/CF1,clarifier,Cape Flats 1 Clarifiers.json,capeflats1_202301.jpg,1,Functional,Scum
CapeFlats,Images/CF1,clarifier,Cape Flats 1 Clarifiers.json,capeflats1_202301.jpg,2,Functional,Scum
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201112.jpg,0,Functional,Scum
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201112.jpg,1,Functional,Scum
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201204.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201303.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201408.jpg,0,Functional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201408.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201409.jpg,0,Dysfunctional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201409.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201506.jpg,2,Functional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201506.jpg,3,Functional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201507.jpg,2,Scum,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201712.jpg,2,Dysfunctional,Functional
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201806.jpg,3,Functional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201902.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201903.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201904.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_201907.jpg,0,Functional,Scum
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_202101.jpg,3,Scum,Empty
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_202106.jpg,1,Scum,Functional
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_202402.jpg,0,Functional,Scum
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_202402.jpg,1,Functional,Scum
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_202402.jpg,2,Functional,Scum
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_202402.jpg,3,Functional,Scum
CapeFlats,Images/CF2,clarifier,Cape Flats 2 Clarifiers.json,capeflats2_202502.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201112.jpg,0,Functional,Scum
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201112.jpg,1,Functional,Scum
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201112.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201204.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201210.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201303.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201311.jpg,0,Functional,Scum
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201405.jpg,2,Scum,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201405.jpg,3,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201408.jpg,0,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201409.jpg,0,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201410.jpg,0,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201504.jpg,2,Scum,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201506.jpg,2,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201506.jpg,3,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201507.jpg,2,Scum,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201507.jpg,3,Scum,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201601.jpg,0,Scum,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201601.jpg,1,Scum,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201709.jpg,2,Functional,Scum
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201804.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201805.jpg,2,Functional,Dysfunctional
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201805.jpg,3,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201806.jpg,0,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201806.jpg,3,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201807.jpg,3,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_201808.jpg,3,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202102.jpg,0,Scum,Dysfunctional
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202102.jpg,1,Scum,Dysfunctional
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202211.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202212.jpg,3,Functional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202301.jpg,3,Scum,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202402.jpg,0,Scum,Dysfunctional
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202402.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202403.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF3,clarifier,Cape Flats 3 Clarifiers.json,capeflats3_202502.jpg,3,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_200902.jpg,6,Functional,Scum
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_201707.jpg,1,Functional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_201711.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_201812.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_201901.jpg,2,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_201902.jpg,2,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_201907.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202003.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202005.jpg,1,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202005.jpg,2,Scum,Dysfunctional
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202006.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202006.jpg,3,Dysfunctional,Scum
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202007.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202007.jpg,2,Functional,Scum
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202007.jpg,3,Functional,Scum
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202008.jpg,1,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202009.jpg,0,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202009.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202010.jpg,0,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202010.jpg,1,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202011.jpg,0,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202011.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202012.jpg,0,Scum,Dysfunctional
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202101.jpg,0,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202101.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202102.jpg,0,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202102.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202103.jpg,1,Functional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202103.jpg,3,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202108.jpg,2,Scum,Functional
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202201.jpg,3,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202202.jpg,0,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202202.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202202.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202203.jpg,0,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202203.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202203.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202203.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202204.jpg,0,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202204.jpg,1,Functional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202204.jpg,2,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202204.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202205.jpg,1,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202205.jpg,3,Functional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202206.jpg,1,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202206.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202207.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202208.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202209.jpg,3,Dysfunctional,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202502.jpg,2,Scum,Empty
CapeFlats,Images/CF4,clarifier,Cape Flats 4 Clarifiers.json,capeflats4_202502.jpg,3,Scum,Empty
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 01_2012.jpg,0,Dysfunctional,Functional
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 01_2012.jpg,1,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 01_2012.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 01_2013.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 02_2025.jpg,1,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 02_2025.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 03_2022.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 03_2022.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 04_2012.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 04_2012.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 04_2012.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 04_2012.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 04_2021.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 04_2021.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 04_2024.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2012.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2012.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2012.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2015.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2015.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2017.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2017.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2017.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2017.jpg,3,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2018.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2020.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2020.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2025.jpg,0,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2025.jpg,1,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 05_2025.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2012.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2012.jpg,1,Dysfunctional,Functional
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2012.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2012.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2013.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2013.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2013.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2013.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2014.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2014.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2014.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2014.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2015.jpg,0,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2018.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2018.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2018.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 06_2018.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2011.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2011.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2011.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2012.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2012.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2012.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2012.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2021.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 07_2021.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2011.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2011.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2011.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2013.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2013.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2013.jpg,2,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2013.jpg,3,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2015.jpg,0,Functional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2015.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2015.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2019.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2019.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2021.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2021.jpg,1,Dysfunctional,Scum
